siparis_id,urun_id,adet,iade_tarihi,neden,iade_edilen_tutar,iade_kargo_maliyeti,yeniden_satilabilir
S114641,U603,1,2026-09-11,hasarlı geldi,390.00,105.22,evet
S114789,U203,1,2026-09-11,beden uymadı,3990.00,87.95,hayır
S115542,U501,2,2026-09-11,fikir değiştirdim,1666.00,101.75,evet
S114653,U201,1,2026-09-12,beden uymadı,2443.00,81.83,evet
S114889,U606,3,2026-09-12,geç teslimat,1470.00,88.70,evet
S115087,U602,1,2026-09-12,üründen memnun kalmadım,290.00,95.54,evet
S115322,U203,1,2026-09-12,beden uymadı,3990.00,82.93,evet
S115376,U501,1,2026-09-12,hasarlı geldi,833.00,86.08,hayır
S115501,U406,1,2026-09-12,fikir değiştirdim,990.00,89.53,evet
S114811,U406,3,2026-09-13,geç teslimat,2970.00,168.28,evet
S114837,U306,2,2026-09-13,beden uymadı,966.00,77.98,evet
S114867,U401,1,2026-09-13,fikir değiştirdim,6990.00,85.81,evet
S115017,U204,1,2026-09-13,üründen memnun kalmadım,2290.00,111.30,evet
S115631,U602,2,2026-09-13,hasarlı geldi,406.00,174.30,hayır
S114975,U204,1,2026-09-14,fikir değiştirdim,1603.00,82.40,hayır
S115108,U502,2,2026-09-14,fikir değiştirdim,1106.00,90.69,evet
S115134,U602,1,2026-09-14,hasarlı geldi,290.00,103.14,evet
S115180,U404,1,2026-09-14,hasarlı geldi,1490.00,80.49,hayır
S115209,U204,1,2026-09-14,hasarlı geldi,2290.00,86.86,hayır
S115418,U406,1,2026-09-14,yanlış ürün gönderildi,693.00,106.13,evet
S115458,U503,1,2026-09-14,üründen memnun kalmadım,590.00,104.39,hayır
S115509,U606,1,2026-09-14,üründen memnun kalmadım,490.00,111.87,evet
S115570,U102,1,2026-09-14,fikir değiştirdim,8900.00,112.23,evet
S115592,U501,1,2026-09-14,üründen memnun kalmadım,1190.00,102.53,evet
S115625,U501,1,2026-09-14,üründen memnun kalmadım,833.00,108.33,evet
S115629,U405,1,2026-09-14,hasarlı geldi,1190.00,104.89,evet
S115652,U204,1,2026-09-14,beden uymadı,1603.00,155.86,evet
S115664,U306,1,2026-09-14,geç teslimat,483.00,82.54,evet
S115766,U403,1,2026-09-14,yanlış ürün gönderildi,2890.00,95.18,evet
